name,url,real_name,occupation,gender,height,weight,number_of_appearances,first_apperance_year,universe,place_of_birth,movie_appearances
Lonnie Wilson,/wiki/Lonnie_Wilson_(Earth-199999),Lonnie Wilson,,Male,,,4,2016.0,Earth-199999,,
Lorelei,/wiki/Lorelei_(Earth-199999),Lorelei,,Female,,,3,2014.0,Earth-199999,,
Lori Henson,/wiki/Lori_Henson_(Earth-199999),Lori Henson,,Female,,,1,2015.0,Earth-199999,,
Lorna Dane,/wiki/Lorna_Dane_(Earth-8096),Lorna Dane,Princess of Genosha,Female,,,6,2009.0,Earth-8096,,
Lorna Dane,/wiki/Lorna_Dane_(Earth-10005),Lorna Dane,,,,,1,,Earth-10005,,1.0
Louise Thompson,/wiki/Louise_Thompson_(Earth-199999),Louise Thompson,Scientist,Female,,,4,2015.0,Earth-199999,,
Luca Russo,/wiki/Luca_Russo_(Earth-199999),Luca Russo,Government agent,Male,,,1,2014.0,Earth-199999,,
Lucas Bishop,/wiki/Lucas_Bishop_(Earth-10005),Lucas Bishop,,Male,,,1,2014.0,Earth-10005,,1.0
Luchino Nefaria,/wiki/Luchino_Nefaria_(Earth-8096),Luchino Nefaria,Crimelord,Male,,,1,2010.0,Earth-8096,,
Lucia von Bardas,/wiki/Lucia_von_Bardas_(Earth-8096),Lucia von Bardas,,Female,,,2,2010.0,Earth-8096,,
Lucian,/wiki/Lucian_(Earth-199999),Lucian,Cultist,Male,,,2,2016.0,Earth-199999,,1.0
Lucio,/wiki/Lucio_(Earth-199999),Lucio (full name unknown),Former police officer,Male,,,4,2016.0,Earth-199999,,
Luis,/wiki/Luis_(Earth-199999),Luis   (surname unknown),Thief,Male,,,1,2015.0,Earth-199999,,1.0
Luke Cage,/wiki/Luke_Cage_(Earth-8096),Luke Cage,Hero for Hire,Male,,,4,2012.0,Earth-8096,,
Luke Cage,/wiki/Luke_Cage_(Earth-199999),Luke Cage ( legally changed  from Carl Lucas),Bartender; Former owner of Luke's,Male,1.905,,20,2015.0,Earth-199999,,
Luke Carlyle,/wiki/Luke_Carlyle_(Earth-96283),Luke Carlyle,"Terrorist, Criminal, former businessman",Male,,,1,2007.0,Earth-96283,,
Luther Banks,/wiki/Luther_Banks_(Earth-199999),Luther Banks,ATCU agent,Male,,,6,2015.0,Earth-199999,,
Lyle Getz,/wiki/Lyle_Getz_(Earth-8096),Lyle Getz,Scientist,Male,,,2,2012.0,Earth-8096,,
Lylla,/wiki/Lylla_(Earth-199999),Lylla,,Female,,,1,2014.0,Earth-199999,,1.0
M'Baku,/wiki/M'Baku_(Earth-8096),M'Baku,,Male,,,1,2010.0,Earth-8096,,
MacDonald Gargan,/wiki/MacDonald_Gargan_(Earth-96283),MacDonald Gargan,"Mercenary, criminal",Male,,,2,2002.0,Earth-96283,,
Mad Thinker,/wiki/Mad_Thinker_(Earth-8096),,Scientist,Male,,,3,2010.0,Earth-8096,,
Madame B,/wiki/Madame_B_(Earth-199999),,,Female,,,1,2015.0,Earth-199999,,
Madame Gao,/wiki/Madame_Gao_(Earth-199999),Gao (full name unknown),Crimelord,Female,,,15,2015.0,Earth-199999,,
Madeline Drake,/wiki/Madeline_Drake_(Earth-10005),Madeline Drake [1],,Female,,,2,2003.0,Earth-10005,,1.0
Magda Gurzsky,/wiki/Magda_Gurzsky_(Earth-TRN414),Magda Górska,,Female,,,1,2016.0,Earth-TRN414,Poland,
Maggie Lang,/wiki/Maggie_Lang_(Earth-199999),Maggie Lang,,Female,,,2,2015.0,Earth-199999,,1.0
Malcolm Ducasse,/wiki/Malcolm_Ducasse_(Earth-199999),Malcolm Joseph Ducasse,,Male,,,12,2015.0,Earth-199999,,
Malekith,/wiki/Malekith_(Earth-199999),Malekith,Warlord,Male,,,3,2013.0,Earth-199999,Svartalfheim,
Malekith,/wiki/Malekith_(Earth-8096),Malekith,Sorcerer,Male,,,2,2009.0,Earth-8096,,1.0
Man in Black,/wiki/Man_in_Black_(Earth-10005),,CIA agent,Male,,,1,2011.0,Earth-10005,,1.0
Mandarin,/wiki/Mandarin_(Earth-199673),,,Male,,,1,2007.0,Earth-199673,,1.0
Mandarin,/wiki/Mandarin_(Earth-199999),,Terrorist leader,Male,,,1,2013.0,Earth-199999,,
Mandarin,/wiki/Mandarin_(Earth-8096),,Conqueror,Male,,,1,2012.0,Earth-8096,,
Mangog,/wiki/Mangog_(Earth-199999),Mangog,,Male,,,2,2011.0,Earth-199999,,
Mannheim,/wiki/Mannheim_(Earth-26320),Mannheim,,Male,,,1,2000.0,Earth-26320,,
Mar-Vell,/wiki/Mar-Vell_(Earth-8096),Mar-Vell,"Adventurer, xenobiologist",Male,1.8796,104.32616,6,2010.0,Earth-8096,,
Marci Stahl,/wiki/Marci_Stahl_(Earth-199999),Marci Stahl,Lawyer,Female,,,6,2015.0,Earth-199999,,
Marco Scarlotti,/wiki/Marco_Scarlotti_(Earth-199999),Marco Scarlotti,"Mercenary, Criminal, former Engineer",Male,,,1,2008.0,Earth-199999,,
Marcus Daniels,/wiki/Marcus_Daniels_(Earth-199999),Marcus Daniels,,Male,,,3,2014.0,Earth-199999,,
Marcus Scarlotti,/wiki/Marcus_Scarlotti_(Earth-199999),Marcus Scarlotti,"Hydra agent, terrorist",Male,,,1,2014.0,Earth-199999,,
Margaret Carter,/wiki/Margaret_Carter_(Earth-199999),Margaret Elizabeth Carter [1],"Former soldier, British Liaison to the U.S. Army",Female,1.7018,54.43104,37,2011.0,Earth-199999,London,1.0
Mari,/wiki/Mari_(Earth-8096),Mari,,Female,,,1,2012.0,Earth-8096,,
Maria Calderon,/wiki/Maria_Calderon_(Earth-730911),Maria Calderon,,Female,,,1,1978.0,Earth-730911,,
Maria Callasantos,/wiki/Maria_Callasantos_(Earth-10005),Maria Callasantos,,,,,1,,Earth-10005,,1.0
Maria Callasantos,/wiki/Maria_Callasantos_(Earth-8096),Maria Callasantos,,Female,,,1,2009.0,Earth-8096,,
Maria Castle,/wiki/Maria_Castle_(Earth-58732),Maria Elizabeth Castle,,Female,,,3,2004.0,Earth-58732,,1.0
Maria Castle,/wiki/Maria_Castle_(Earth-TRN011),Maria Castle,,Female,,,1,,Earth-TRN011,,1.0
Maria Hill,/wiki/Maria_Hill_(Earth-8096),Maria Christina Hill,"S.H.I.E.L.D. Director, formerly Deputy director, spy",Female,1.7018,58.96696,13,2010.0,Earth-8096,,
Maria Hill,/wiki/Maria_Hill_(Earth-199999),Maria Hill,,Female,1.7272,,14,2012.0,Earth-199999,,
Maria Stark,/wiki/Maria_Stark_(Earth-199999),Maria Stark,,Female,,,2,2010.0,Earth-199999,,
Mariah Dillard,/wiki/Mariah_Dillard_(Earth-199999),Mariah Dillard,,Female,,,10,2016.0,Earth-199999,,
Marie D'Ancanto,/wiki/Marie_D'Ancanto_(Earth-10005),Marie D'Ancanto  [1],Student,Female,1.651,,1,2000.0,Earth-10005,Mississippi,
Marie D'Ancanto,/wiki/Marie_D'Ancanto_(Earth-TRN414),Marie D'Ancanto  [1],Student,Female,1.651,,1,2014.0,Earth-TRN414,Mississippi,
Mariko Yashida,/wiki/Mariko_Yashida_(Earth-10005),Mariko Yashida,Chairman of Yashida Zaibatsu,Female,,,1,2013.0,Earth-10005,,1.0
Mariko Yashida,/wiki/Mariko_Yashida_(Earth-8096),Mariko Yashida,,Female,,,1,2009.0,Earth-8096,,
Marilyn Manor,/wiki/Marilyn_Manor_(Earth-199999),Marilyn Manor  [1],,Female,,,1,,Earth-199999,,
Mark Basso,/wiki/Mark_Basso_(Earth-199999),Mark Basso,,Male,,,1,2015.0,Earth-199999,,
Mark Miller,/wiki/Mark_Miller_(Earth-701306),Mark Miller,,Male,,,1,2005.0,Earth-701306,,1.0
Mark Sheppard,/wiki/Mark_Sheppard_(Earth-8096),Mark Sheppard,,Male,,,1,2009.0,Earth-8096,,
Mark Smith,/wiki/Mark_Smith_(Earth-199999),Mark Smith,Hydra soldier; former S.H.I.E.L.D. Research & Development Technician,Male,,,1,2015.0,Earth-199999,,
Marlene Vistain,/wiki/Marlene_Vistain_(Earth-199999),Marlene Vistain,,Female,,,3,2015.0,Earth-199999,,
Martin Soap,/wiki/Martin_Soap_(Earth-58732),Martin Soap,Police Detective,Male,,,1,2004.0,Earth-58732,,
Martin Soap,/wiki/Martin_Soap_(Earth-TRN011),Martin Soap,Detective,Male,,,1,2008.0,Earth-TRN011,,1.0
Mary Fitzpatrick,/wiki/Mary_Fitzpatrick_(Earth-120703),Mary Parker,,Female,,,2,2012.0,Earth-120703,,2.0
Mary Jane Watson,/wiki/Mary_Jane_Watson_(Earth-96283),Mary Jane Watson,"former waitress, former actress, jazz club singer",Female,,,16,2002.0,Earth-96283,America,3.0
Mary Walker,/wiki/Mary_Walker_(Earth-701306),Mary Walker,,Female,,,1,2005.0,Earth-701306,,1.0
Master Mold,/wiki/Master_Mold_(Earth-10005),Master Mold,Mutant Hunter,Male,,,1,2006.0,Earth-10005,,
Matthew Ellis,/wiki/Matthew_Ellis_(Earth-199999),Matthew Ellis  [1],President of the United States,Male,,,10,2013.0,Earth-199999,,1.0
Matthew Murdock,/wiki/Matthew_Murdock_(Earth-701306),Matthew Murdock,"Lawyer, vigilante/adventurer",Male,,,4,2003.0,Earth-701306,Hell's Kitchen,1.0
Matthew Murdock,/wiki/Matthew_Murdock_(Earth-199999),"Matthew ""Matt"" Murdock","Vigilante, Lawyer",Male,,,27,2015.0,Earth-199999,United States of America,
Matthew Murdock,/wiki/Matthew_Murdock_(Earth-58732),Matthew Murdock,Attorney at Law,Male,,,1,2005.0,Earth-58732,New York City,
Maureen Denton,/wiki/Maureen_Denton_(Earth-199999),Maureen Denton,,Female,,,1,2015.0,Earth-199999,,
Maximilian Fargas,/wiki/Maximilian_Fargas_(Earth-96283),Maximilian Fargas,OsCorp Board Member,Male,,,2,2002.0,Earth-96283,,1.0
Maxwell Dillon,/wiki/Maxwell_Dillon_(Earth-120703),Maxwell Dillon,Former Oscorp electrical engineer,Male,,,2,2014.0,Earth-120703,,1.0
May Parker,/wiki/May_Parker_(Earth-199999),May Parker,,Female,,,3,2016.0,Earth-199999,,
May Reilly,/wiki/May_Reilly_(Earth-120703),May Parker,"Waitress, nursing student",Female,,,4,2012.0,Earth-120703,,2.0
May Reilly,/wiki/May_Reilly_(Earth-730911),May Parker,,Female,,,2,1977.0,Earth-730911,,1.0
May Reilly,/wiki/May_Reilly_(Earth-8096),May Reilly,,Female,,,1,2012.0,Earth-8096,,
May Reilly,/wiki/May_Reilly_(Earth-96283),May Parker (née Reilly),,Female,,,10,2002.0,Earth-96283,America,3.0
Maya Hansen,/wiki/Maya_Hansen_(Earth-199999),Maya Hansen,Scientist,Female,,,3,2013.0,Earth-199999,,1.0
Maya Lopez,/wiki/Maya_Lopez_(Earth-701306),Maya Lopez,Performance artist; adventurer,Male,,,1,2003.0,Earth-701306,,
Maybelline Stokes,/wiki/Maybelline_Stokes_(Earth-199999),Maybelline Stokes,Mob Boss,Female,,,1,2016.0,Earth-199999,,
Maynard Tiboldt,/wiki/Maynard_Tiboldt_(Earth-8096),Maynard Tiboldt,"Criminal, leader of  Circus of Crime",Male,,,1,2013.0,Earth-8096,,
McCabe,/wiki/McCabe_(Earth-701306),McCabe,,Male,,,1,2005.0,Earth-701306,,1.0
Megan Gwynn,/wiki/Megan_Gwynn_(Earth-8096),Megan Gwynn,,Female,,,2,2009.0,Earth-8096,,
Meghan Orlovsky,/wiki/Meghan_Orlovsky_(Earth-TRN414),Meghan Orlovsky,,Female,,,1,2016.0,Earth-TRN414,,1.0
Melinda May,/wiki/Melinda_May_(Earth-199999),Melinda Qiaolian May,S.H.I.E.L.D.  agent,Female,1.6764,,87,2013.0,Earth-199999,,
Melvin Potter,/wiki/Melvin_Potter_(Earth-199999),Melvin Potter,Inventor,Male,,,6,2015.0,Earth-199999,,
Mendel Stromm,/wiki/Mendel_Stromm_(Earth-96283),Mendel Stromm,OsCorp,Male,,,3,2002.0,Earth-96283,,1.0
Mercedes Knight,/wiki/Mercedes_Knight_(Earth-199999),"Mercedes Kelly ""Misty"" Knight",NYPD  Detective,Female,,,13,2016.0,Earth-199999,,
Mercury,/wiki/Mercury_(Earth-26320),,,Female,,,1,,Earth-26320,,1.0
Meredith Quill,/wiki/Meredith_Quill_(Earth-199999),Meredith Quill,,Female,,,2,2014.0,Earth-199999,,1.0
Michael Baer,/wiki/Michael_Baer_(Earth-8096),Michael Baer,,Male,,,2,2009.0,Earth-8096,,
Michael Carter,/wiki/Michael_Carter_(Earth-199999),Michael Carter,Soldier,Male,,,2,2016.0,Earth-199999,,
Michael Duffy,/wiki/Michael_Duffy_(Earth-199999),Michael Duffy,Soldier (Drill Sergeant),Male,,,3,2011.0,Earth-199999,,
Michael Korvac,/wiki/Michael_Korvac_(Earth-8096),Michael Korvac,Fugitive,Male,,,1,2012.0,Earth-8096,,
Michael Kozlov,/wiki/Michael_Kozlov_(Earth-199999),Michael Kozlov [ citation needed ],Doctor,Male,,,2,2015.0,Earth-199999,,
Michael Morbius,/wiki/Michael_Morbius_(Earth-96283),Michael Morbius,Criminal,Male,,,1,2007.0,Earth-96283,,
Michael Peterson,/wiki/Michael_Peterson_(Earth-199999),Michael Peterson,"Adventurer, vigilante,  S.H.I.E.L.D.  agent; formerly assassin, enforcer, factory worker, fugitive",Male,1.905,86.18248,14,2013.0,Earth-199999,Los Angeles,
Michael Ploog,/wiki/Michael_Ploog_(Earth-58460),Michael Ploog,"Photographer, photojournalist",Male,,,2,2004.0,Earth-58460,,1.0
Michael Steel,/wiki/Michael_Steel_(Earth-8096),Michael Steel,Criminal,Male,,,2,2010.0,Earth-8096,,
Michael Steel,/wiki/Michael_Steel_(Earth-199999),Michael Steel,Criminal,Male,,,1,2008.0,Earth-199999,,
Mickey Duka,/wiki/Mickey_Duka_(Earth-58732),Mickey Duka,,Male,,,5,2004.0,Earth-58732,,1.0
Miek,/wiki/Miek_(Earth-10022),Miek,Gladiator,Male,,,1,2010.0,Earth-10022,,1.0
Mieko,/wiki/Mieko_(Earth-10005),Mieko,Hotel manager,Female,,,1,2013.0,Earth-10005,,1.0
Miguel,/wiki/Miguel_(Earth-199999),Miguel   (last name unknown),,Male,,,1,2008.0,Earth-199999,,
Mike Li,/wiki/Mike_Li_(Earth-199999),Mike Li,SSR agent,Male,,,1,2015.0,Earth-199999,,
Mike Toro,/wiki/Mike_Toro_(Earth-58732),Mike Toro,Banker,Male,,,2,2004.0,Earth-58732,,1.0
Mikhail Ursus,/wiki/Mikhail_Ursus_(Earth-8096),Mikhail Ursus,,Male,,,1,2007.0,Earth-8096,,
Miles Lydon,/wiki/Miles_Lydon_(Earth-199999),Miles Lydon,Hacker,Male,,,1,2013.0,Earth-199999,,
Miles Van Ert,/wiki/Miles_Van_Ert_(Earth-199999),Miles Van Ert,Scientist,Male,,,2,2015.0,Earth-199999,,
Miles Warren,/wiki/Miles_Warren_(Earth-120703),Miles Warren,"Geneticist, teacher",Male,,,1,2014.0,Earth-120703,,
Milos Masaryk,/wiki/Milos_Masaryk_(Earth-8096),Milos Masaryk,,Male,,,1,2012.0,Earth-8096,,
Miriam Fry,/wiki/Miriam_Fry_(Earth-199999),Miriam Fry,Supervisor of the Griffith boarding house,Female,,,5,2015.0,Earth-199999,,
Miriam Sharpe,/wiki/Miriam_Sharpe_(Earth-199999),Miriam Sharpe [1],Bureau of Human Resources of the State Department,Female,,,3,2016.0,Earth-199999,,
Missy Kallenback,/wiki/Missy_Kallenback_(Earth-120703),Missy Kallenback,,Female,,,1,2012.0,Earth-120703,,1.0
Mitchell Carson,/wiki/Mitchell_Carson_(Earth-199999),Mitchell Carson,"Hydra ally, formerly Head of Defense at S.H.I.E.L.D.",Male,,,1,2015.0,Earth-199999,,1.0
Mitchell Ellison,/wiki/Mitchell_Ellison_(Earth-199999),Mitchell Ellison,"Editor-in-chief, Reporter",Male,,,10,2015.0,Earth-199999,,
Mitchell Laurio,/wiki/Mitchell_Laurio_(Earth-10005),Mitchell Laurio  [1],Plastic Prison Guard,Male,,,1,2003.0,Earth-10005,,1.0
Moira MacTaggert,/wiki/Moira_MacTaggert_(Earth-10005),Moira MacTaggert,"Doctor, former CIA agent",Female,,,2,2006.0,Earth-10005,,1.0
Moira MacTaggert,/wiki/Moira_MacTaggert_(Earth-TRN414),Moira MacTaggert,CIA agent,Female,,,1,2016.0,Earth-TRN414,,
Mojo,/wiki/Mojo_(Earth-8096),Mojo,,Male,,,2,2009.0,Earth-8096,,
Molly von Richthofen,/wiki/Molly_von_Richthofen_(Earth-58732),Molly von Richthofen,Police Lieutenant,Female,,,1,2004.0,Earth-58732,,
Moloka Dar,/wiki/Moloka_Dar_(Earth-199999),Moloka Dar,,Male,,,1,2014.0,Earth-199999,,1.0
Mondo,/wiki/Mondo_(Earth-700029),,Student,Male,,,1,1996.0,Earth-700029,,1.0
Monet St. Croix,/wiki/Monet_St._Croix_(Earth-700029),Monet St. Croix,Student,Female,,,1,1996.0,Earth-700029,,1.0
Morgan le Fay,/wiki/Morgan_le_Fay_(Earth-96173),Morgan le Fay  [1],"Sorceress, self-help expert, author, worshipped person",Female,,,1,1978.0,Earth-96173,,1.0
Mortimer Toynbee,/wiki/Mortimer_Toynbee_(Earth-10005),Mortimer Toynbee,,Male,,,6,2000.0,Earth-10005,,1.0
Mortimer Toynbee,/wiki/Mortimer_Toynbee_(Earth-8096),Mortimer Toynbee,Terrorist,Male,,,4,2009.0,Earth-8096,,
Mortimer Toynbee,/wiki/Mortimer_Toynbee_(Earth-TRN414),Mortimer Toynbee,Fry cook; formerly private in US Army,Male,,,1,2014.0,Earth-TRN414,,1.0
Mr. Kenny,/wiki/Mr._Kenny_(Earth-TRN554),Mr. Kenny,Teacher,Male,,,1,2015.0,Earth-TRN554,,1.0
Mr. McClintock,/wiki/Mr._McClintock_(Earth-199999),Mr. McClintock (First name unrevealed),Accountant,Male,,,1,2015.0,Earth-199999,,
Mr. Prohaszka,/wiki/Mr._Prohaszka_(Earth-199999),Mr. Prohashka (full name unknown),Criminal,Male,,,1,2015.0,Earth-199999,,
Mr. Quill,/wiki/Mr._Quill_(Earth-199999),Mr. Quill (First name unrevealed),,Male,,,1,2014.0,Earth-199999,,1.0
Mr. Rance,/wiki/Mr._Rance_(Earth-199999),Mr. Rance (full name unknown),Criminal; Assassin,Male,,,1,2015.0,Earth-199999,,
Mr. Richards,/wiki/Mr._Richards_(Earth-TRN554),Mr. Richards,,Male,,,1,2015.0,Earth-TRN554,,1.0
Mr. Yama,/wiki/Mr._Yama_(Earth-14123),Mr. Yama,Bot fighter,Male,,,1,2014.0,Earth-14123,,
Mrs. Grimm,/wiki/Mrs._Grimm_(Earth-TRN554),Mrs. Grimm,,Female,,,1,2015.0,Earth-TRN554,,1.0
Mrs. Lieberman,/wiki/Mrs._Lieberman_(Earth-TRN011),Mrs. Lieberman,,Female,,,1,2008.0,Earth-TRN011,,1.0
Mrs. Richards,/wiki/Mrs._Richards_(Earth-TRN554),Mrs. Richards,,Female,,,1,2015.0,Earth-TRN554,,1.0
Ms. Maximoff,/wiki/Ms._Maximoff_(Earth-TRN414),Maximoff (First name unknown),,Female,,,2,2014.0,Earth-TRN414,,1.0
Munin,/wiki/Munin_(Earth-8096),Munin,Messenger,,,,2,,Earth-8096,,
Munin,/wiki/Munin_(Earth-199999),Munin,Messenger,Male,1.0414,9.07184,1,2011.0,Earth-199999,,
N'Gassi,/wiki/N'Gassi_(Earth-8096),N'Gassi,Advisor,Male,,,1,2010.0,Earth-8096,,
Nagendra Singh,/wiki/Nagendra_Singh_(Earth-199999),Nagendra Singh,Bureaucrat; Councilman of the  World Security Council,Male,,,3,2014.0,Earth-199999,,
Nameless One,/wiki/Nameless_One_(Earth-96173),Unknown  [1],Villain,,,,1,1978.0,Earth-96173,,1.0
Namor McKenzie,/wiki/Namor_McKenzie_(Earth-8096),Namor McKenzie,,Male,,,1,2012.0,Earth-8096,,
Natalia Romanoff,/wiki/Natalia_Romanoff_(Earth-199999),Natalia Alianovna Romanoff [1],"Fugitive; former adventurer, secret agent",Female,1.6764,,39,2010.0,Earth-199999,Stalingrad,1.0
Natalia Romanova,/wiki/Natalia_Romanova_(Earth-58732),Natalia Romanova,Spy; Government Agent,Female,,,1,2004.0,Earth-58732,,
Natasha Romanoff,/wiki/Natasha_Romanoff_(Earth-8096),Natasha Romanoff,Spy,Female,1.7272,58.96696,16,2010.0,Earth-8096,,
Nathan Summers,/wiki/Nathan_Summers_(Earth-TRN414),Nathan Summers,,Male,,,1,2016.0,Earth-TRN414,,1.0
Nathaniel Barton,/wiki/Nathaniel_Barton_(Earth-199999),Nathaniel Pietro Barton,,Male,,,1,2015.0,Earth-199999,,
Nathaniel Bumpo,/wiki/Nathaniel_Bumpo_(Earth-58732),Nathaniel Bumpo,,Male,,,3,2004.0,Earth-58732,,1.0
Nathaniel Essex,/wiki/Nathaniel_Essex_(Earth-8096),Nathaniel Essex,"Geneticist, biologist",Male,,,4,2009.0,Earth-8096,London,
Nathaniel Essex,/wiki/Nathaniel_Essex_(Earth-10005),Nathaniel Essex,,Male,,,1,,Earth-10005,,1.0
Nathaniel Essex,/wiki/Nathaniel_Essex_(Earth-TRN414),Nathaniel Essex,,Male,,,1,2016.0,Earth-TRN414,,
Nathaniel Malick,/wiki/Nathaniel_Malick_(Earth-199999),Nathaniel Malick,,Male,,,2,2016.0,Earth-199999,,
Nebula,/wiki/Nebula_(Earth-199999),Nebula,,Female,,,3,2014.0,Earth-199999,,2.0
Neena Thurman,/wiki/Neena_Thurman_(Earth-8096),Neena Thurman  [1],Terrorist,Female,1.7272,,5,2009.0,Earth-8096,,
Nesbitt,/wiki/Nesbitt_(Earth-199999),Nesbitt (full name unrevealed),Irish Gang Leader,Male,,,1,2016.0,Earth-199999,,
Nicholas Cooper,/wiki/Nicholas_Cooper_(Earth-199999),Nicholas Cooper,S.H.I.E.L.D. Research & Development Technician,Male,,,1,2015.0,Earth-199999,,
Nicholas Fury,/wiki/Nicholas_Fury_(Earth-121698),Nicholas Fury,"Director of S.H.I.E.L.D., Intelligence Agent, Soldier",Male,,,1,2005.0,Earth-121698,,
Nicholas Fury,/wiki/Nicholas_Fury_(Earth-199999),Nicholas J. Fury,"Former Director of S.H.I.E.L.D., colonel of the  US Army , former  C.I.A.  agent",Male,1.905,,35,2008.0,Earth-199999,United States of America,4.0
Nicholas Fury,/wiki/Nicholas_Fury_(Earth-58732),Nicholas Fury,"Director of S.H.I.E.L.D., Intelligence Agent, Soldier",Male,,,1,2004.0,Earth-58732,,
Nicholas Fury,/wiki/Nicholas_Fury_(Earth-8096),Nicholas Fury,Director of S.H.I.E.L.D.,Male,1.8542,95.25432,19,2009.0,Earth-8096,,
Nicholas Gleason,/wiki/Nicholas_Gleason_(Earth-8096),Nicholas Gleason,Prisoner,Male,,,1,2009.0,Earth-8096,,
Nick Manolis,/wiki/Nick_Manolis_(Earth-199999),Nick Manolis,,Male,,,1,2016.0,Earth-199999,,
Nicky Donatelli,/wiki/Nicky_Donatelli_(Earth-TRN011),Nicky Donatelli,,Male,,,1,2008.0,Earth-TRN011,,1.0
Nicodemus West,/wiki/Nicodemus_West_(Earth-199999),Nicodemus West,Surgeon,Male,,,2,2016.0,Earth-199999,,1.0
Nicole,/wiki/Nicole_(Earth-121698),Nicole,,Female,,,1,,Earth-121698,,
Nicole St. Croix,/wiki/Nicole_St._Croix_(Earth-10005),Nicole St. Croix,,Female,,,1,,Earth-10005,,1.0
Nightmare,/wiki/Nightmare_(Earth-8096),Nightmare,Ruler of his domain,Male,,,1,2013.0,Earth-8096,,
Nikolai Krylenko,/wiki/Nikolai_Krylenko_(Earth-8096),Nikolai Krylenko,,Male,,,1,2007.0,Earth-8096,,
Nikolas Natchios,/wiki/Nikolas_Natchios_(Earth-701306),Nikolas Natchios,,Male,,,3,2003.0,Earth-701306,,2.0
Nina Gurzsky,/wiki/Nina_Gurzsky_(Earth-TRN414),Nina Górska,,Female,,,1,2016.0,Earth-TRN414,Poland,
Noah Burstein,/wiki/Noah_Burstein_(Earth-199999),Noah Burstein,Scientist,Male,,,4,2016.0,Earth-199999,,
Noah Tyler,/wiki/Noah_Tyler_(Earth-730911),Noah Tyler,University professor,Male,,,1,1977.0,Earth-730911,,1.0
Nobu Yoshioka,/wiki/Nobu_Yoshioka_(Earth-199999),Nobu Yoshioka,Crimelord,Male,,,10,2015.0,Earth-199999,,
Noburo Mori,/wiki/Noburo_Mori_(Earth-10005),Noburo Mori,Minister of Justice,Male,,,1,2013.0,Earth-10005,,1.0
Noelle Walters,/wiki/Noelle_Walters_(Earth-199999),Noelle Walters,S.H.I.E.L.D. agent,Female,,,1,2014.0,Earth-199999,,
Noriko Sato,/wiki/Noriko_Sato_(Earth-199999),Noriko Sato,,Female,,,1,,Earth-199999,,
Norman Osborn,/wiki/Norman_Osborn_(Earth-120703),Norman Osborn,Industrialist,Male,,,2,2012.0,Earth-120703,,2.0
Norman Osborn,/wiki/Norman_Osborn_(Earth-96283),Norman Osborn,Industrialist,Male,,,9,2002.0,Earth-96283,America,3.0
Norrin Radd,/wiki/Norrin_Radd_(Earth-121698),Norrin Radd,,Male,,,2,2007.0,Earth-121698,,
Nyssa Damaskinos,/wiki/Nyssa_Damaskinos_(Earth-26320),Nyssa Damaskinos,Assassin,Female,,,2,2002.0,Earth-26320,,
Obadiah Stane,/wiki/Obadiah_Stane_(Earth-199999),Obadiah Stane,"Second in command at Stark Industries, De Facto CEO",Male,1.8542,83.91452,10,2008.0,Earth-199999,United States of America,1.0
Octavian Bloom,/wiki/Octavian_Bloom_(Earth-199999),Octavian Bloom,,Male,,,1,2015.0,Earth-199999,,
Odin Borson,/wiki/Odin_Borson_(Earth-8096),Odin Borson,King of Asgard,Male,2.1336,158.7572,8,2010.0,Earth-8096,,
Odin Borson,/wiki/Odin_Borson_(Earth-199999),Odin Borson,"King of Asgard, Guardian of the Nine Realms",Male,,,10,2011.0,Earth-199999,,2.0
Officer Krieger,/wiki/Officer_Krieger_(Earth-26320),Officer Kreiger,Police Officer / Familiar,Male,,,1,1998.0,Earth-26320,,1.0
Omega Red,/wiki/Omega_Red_(Earth-10005),,,Male,,,1,,Earth-10005,,1.0
Ophelia Sarkissian,/wiki/Ophelia_Sarkissian_(Earth-199999),Ophelia Sarkissian,Agent of  Hydra,Female,,,1,2011.0,Earth-199999,,
Ophelia Sarkissian,/wiki/Ophelia_Sarkissian_(Earth-8096),Ophelia Sarkissian,,Female,,,3,2010.0,Earth-8096,,
Ord Zyonz,/wiki/Ord_Zyonz_(Earth-8096),Ord Zyonz,Botanist,Male,2.159,929.8636,1,2011.0,Earth-8096,,
Ororo Munroe,/wiki/Ororo_Munroe_(Earth-10005),Ororo Munroe,"Adventurer, former thief, teacher",Female,1.6764,,11,2000.0,Earth-10005,New York,4.0
Ororo Munroe,/wiki/Ororo_Munroe_(Earth-8096),Ororo Munroe,,Female,1.8034,57.606184,17,2009.0,Earth-8096,,
Ororo Munroe,/wiki/Ororo_Munroe_(Earth-TRN414),Ororo Munroe,"Adventurer; former thief, gardener, teacher",Female,1.6764,,2,2014.0,Earth-TRN414,,2.0
Oscar Clemons,/wiki/Oscar_Clemons_(Earth-199999),Oscar Clemons,Detective,Male,,,4,2015.0,Earth-199999,,
Other,/wiki/Other_(Earth-199999),,Envoy,Male,,,6,2012.0,Earth-199999,,1.0
Otto Mink,/wiki/Otto_Mink_(Earth-199999),Otto Mink,Smuggler,Male,,,1,2015.0,Earth-199999,,
Otto Octavius,/wiki/Otto_Octavius_(Earth-96283),Otto Octavius,"Scientist, atomic researcher, inventor",Male,,,10,2004.0,Earth-96283,United States of America,1.0
